UCdzU3DSGzyWzN2118yd9X9g,18
UC0UnhAG47DRyVZGVcbhAXhQ,184
UCXjtAvK5P3wXBGh0vbGylzg,338
UCeKHMeUlcLNPLCLUfZUQI2w,22051
UCNWPDyaWf2eAHnofFLSnEMg,220
UCdo4nsIhLYABKSnU9IMBvcw,232
UCZNDDbxNipTnfrSH4NpuoOw,109
UCgg5HS1oVuMSoGRPuHo-b_A,75629
UCCNZDSGjG6xEoz2lv4FThMQ,40482
UCW0Dk2N7209dicPGgYNcnGg,90
UCq-di9ylxEtA-MAcrvwFrEw,6245
UCDUi7yW7tJ7QWJZgK8sRLLQ,4344
UCKMDuwPLGjt-nGHgNPOk5PQ,327143
UC3pvtaMQ2b74u2dwUjhYMoA,0
UCaBmj7srjEN8hpcq2lcYQJA,6514
UCpjYH_3HgCYCBEj5kOZ250A,7710
UCBFF3y6p-LqzD9bQSDgipgA,455
UCVjfxCDKw_1bfH9GzhfmuMQ,49049
UCIqxsYQqmf-1rP7w18cDAkg,13
UCqDbufe6xLQvj0ylR1B9FTA,646
UC7gA_qnevZEg033B3fFfrKg,2545
UCpJ-kuYqO3-FmecU4hViajw,55
UC9fwbix0hNiFQ-nhU209UXw,4
UCuFlctNwFfnzjDC5UzB6fFQ,122326
UCQowROOeb9i2uh3TBCKjsEg,930
UC5rEKljNZfKS14WhkZ9o_oA,355544
UCMxVXcnKrXzE9MH61GwjFzg,27
UC_6j2h3N5jNjx-IVWhIeXhQ,14778
UCjZ6Ay7M4-4k8rTiKpRJJUg,79
UCSfdh8cOnTt4qoyilCKVrgQ,433
UCfeHOn4Xgf6ZxQQBZ_Jzw_w,1314
UC_kbaOT64kspWcXIRrnmP2g,2
UCkYIV-GhZvKyrUyPetZpdwQ,112
UCtH1zjiEXG7pK_n30LXGpSQ,326
UCDJEz4SBUw0alJrd-G8r4Yg,51
UCj2BnNGuhrB_BXLoIMhkxiA,29845
UC--kMyYobbRpKDLzlGkwo6w,874
UCEM28LrpZS6qvC5re-hbTjQ,460
UC1lBNgO-iUWIzJdelqXKAvw,15440
UCMiOdQQZ2CnQGwucXtV-trg,7519
UCMTadap4VoHJjwRq91-59UQ,809
UChmj5_aVSCk8DJZTGCJe8rg,169
UCl3nQ5f-O8iWmICHinAoh6Q,4
UCEIBdGrIkorV7EXW1e0GCqg,42
UCWYdaRNoeOWfS5s6GYaXLzg,45
UCrNdw9pjfStYU_10jkU9Fwg,1
UC37bdEiP-uJreI5wtMwZAVw,432
UCEsrx2HdQshx7LaoPINvrPg,1335
UCyNzS_6-B9hnZWemuBpQgEg,15
UC1XKoUVhwJIAiCzDw6avCAg,2
UC-UEnvqjaf-7fcLJSCVspXg,73
UCnnbro6IhJ6kfjV3xw5KZtA,281
UCORTeEEMFRKQTePwQJGZfUw,137
UC-VolW1nwETh9Ll1y2h1ueQ,41
UCK_k08qLykhW03fPP5P1kWA,122
UCrfnNPLMIHZI-wDupFVPcBA,61094
UC1cfEMDmx1gpLHsvU9mg_9w,11479
UC6USZimMmwjrbDGKjyaVwVA,269
UCSZUXGdzweAuksqVrrbj2Iw,11
UC8FJ1dhYn4LuLWPv1TBZOoA,0
UC-ofUgXWCeaMSfjX8mBCbBw,392399
UCrANDreLc7mG5mP66J6admw,5168
UCRNgihmjtQNhn_egg0Y6KDA,40
UCq9E3PxrK42EO-a8-uwmgNA,53079
UCp9CMBa8SvcnldY6CUl7tww,569
UCz48GslYrQBCAzmSDvXTJXQ,299
UCtfJaQB08iPTc5GcTwaMqtw,35
UCcb0muJBVxIUeOsyDr0u7Ig,51
UCdt_4stK3iBBbzPtZfqMufw,3542
UCWPmknLYJuVSKV4Bqv04a1A,5
UCxKqLvgx_iMIbpyaBfr7rIQ,21856
UCZ0mqihIUZbQV6D06TGaNiQ,6
UC5JS3820CHv1cwcyEN70lgQ,1612
UCT6LaAC9VckZYJUzutUW3PQ,181263
UCQQKMcjzoGsTQGVHwwR_HZA,52
UCbL8uzrp-nGAIhfuNcl7WzA,1245
UCvkuzmjHdWmMdJLGFFSt5mg,1876
UCWgK_4f2rYzU9jUru8-RxTA,6818
UC_1ZXxjRTcY5wX1MQ81rEdQ,58214
UCNWE19wwZt6R6LoVk4gtlRQ,866
UCgX2EaVuwi0jstpTXrWQGyQ,7574
UCCabTk9Qskbbi2nAgSy0MNw,730
UCRhrB3agtA3afGvCx9DN6GA,2867
UCuE1Ed6JqKgCZrF1PKRD9yw,6
UC5ljOmJyDE1JrGMkruvWCrg,19152
UCoDkamsmzvrvxmZT9JdpONQ,334
UCgquFDyfTt6SWG1xXUKGiqA,83
UC31zdvJk5Sr2w5n4hklJX1w,9356
UCJWrsIZjGI3aOgtoqD09x3g,2530
UCny_hcFKMhkFjVcJZwWRrFg,1332
UC56-92630x0A7w_HrjK8AsQ,2396
UCgRz5nuL14LD246x7HllIqw,6844
UCeBNABt4ejGeuaLz8QJK6Yg,57
UCC5qXYhDHV1TY43_DWVvv1w,674621
UC02sVouxIghy3nLOm_RzvDw,19
UCOXTmmhdne0ehxsOAV_lEZw,7576
UC9E14Vftpl9xZY6cbTEs2LA,34
UCoMYvfLxUfajoBTLm-nvlAw,108689
UCgSDoVw1IaChd8mVsT6st7A,19665
UCWIGwT2BhhCpjWjRgchiY5g,561273
UCnjnz6SAho-BFuOCk3lB_xA,8634
UCWIw8jZ8WuGzJkfNBhzoPFQ,77850
UC0qq90ZhYD2AA61Fp4RKBrw,19
UCLJE1cvF9a___wz3h-U2EYA,82
UCBNP3TVxHxtJJTWQfyC1ctw,1315
UC8G8kqkWlL6qIMDZG8DMPcw,23670
UCXHZkk84LkX7pdsagGCA-eQ,757
UCRdDXp3LihrgoXg_wPO0Thw,15
UCdSrV3OGGXu6ZsE-mF9l7aA,263
UC0Wg1TUmlxj6ihalJPxHyqg,145438
UCy5Q86oJOrho-eZbc22DJSA,2059
UCy4DstXG8Sxx-gqVOtY_pMg,1460
UCy1F61QvUUQXAXi2Voa_fUw,180951
UC58k_P0vo3pibDwW-Zna68Q,1
UCq5STAGBJGgTfSVk30T5yWQ,749
UCU8NCah8lbB_e6mY8CqhDRA,16852
UC-gUD1u77R_fCYU5VJoe7zg,3694
UCR4DZnk4TP-WYtf8wB55h5g,146
UCqBNcBqhybw0vfqtpDgJ-Pw,250
UC0Ec7aNF-i67aWHH6-BKQwg,625
UCTn9b_cuSTtsDVNOo4EWKzg,775
UCbiPCnUx3WWb2h4H1R4uLBQ,103
UCn9atqScyXLGnjNQ_DEXQ5w,233974
UCwyZMvRDBleBvllMYN2EoGQ,13826
UCr4caF0n0P5kExMR8uWERJQ,2510
UCCVLeCM2GmwjDg2elXqojcg,812
UCfMnYQQtNI-jRwX1LSp4QXA,14788
UCfUuMpX38c9_7jaCEYiDdkA,0
UCxhns6nPe8EeAM1yD1tJgBA,943
UCCkPbbLX7JCnEhnknohzT1w,818
UCmI-YXEUHMu0ao7kKjuTAgQ,0
UC9PILq9AJuk2ZYkD69Qo9nA,171
UCnJutVTtn3ZXyapoGUmuRTA,113544
UCOeIQDlcWZk7n6S4-soaAGg,269
UCpa-hho2NHxC47LYmGixGEw,247
UCeXY-D7RTVIIOuKP9HB35Ig,12
UCe0eBOd5v3GOWTCFX-HxKsw,6
UC9Yi_hWXTZlMVZSAvTBLBnw,9
UCEioe55oIi8WGww0S9HtpzA,120
UCttWHTSCu8IRnxZQ7SB6n0A,10450
UCpiK1YCS2GnYUVN_UCrT5Ng,860
UCJlKhBw4YLmG5gy6OYuOl_A,760
UC-H-A3Uwh1p0yz-ZBocFK7Q,29
UCsWWKbPsXvPm6gbc8NDLZLA,38
UCHVLKtu4iaKfBUscsxb510w,2248
UCHIwQiZhIn6fm5b_IilqBbQ,5449122
UCAQsSq6zk_RLaYIfRPrqE3w,10
UCcw1Qs2-_gZA4s51BkCdseQ,73
UCRxDTCmIjgli-Xgh2KPE9dA,609641
UCt4uUPXTEgGwEZbchC1VAYA,49097
UCUtZaxDF3hD5VK4xRYFBePQ,8109841
UCtnboZiB_Nqif-YNtp4aB7A,1043486
UC7W4SLNcEGIb9iq4-XtaNng,1
UCMATRiSVZ2ISwBHQiNkFWrw,1453
UCm68FLDkrkxJ7SdoDSMnJpg,214
UCnwgxNhrMK4CxQxgDuE3zvw,4318
UC_BaxRhNREI_V0DVXjXDALA,422973
UCl9wrgGC2MAEfl6PqbFfR_A,271
UCnUU48FFRDsyTC6R90Jvqwg,1463
UCeR4TZywTWya4zo38b_8hdg,8934
UCNW-XFAFkHcLmD_PhY8O9hA,10
UCp1b_STYnVuWnn4YRJ9Cbhw,2666
UColGCeicDD7itc3NZ71qeYA,1
UCWONS8Rwe3-5Y6h0S5kdyyg,9914
UCPeACP9gjNLMPnSH8vk81PA,353
UC3g5hdo7-s_dkMuw_QaQBCA,5865
UCchiov_1kNqpRaOl_o-DiFA,17621
UCzsVtOHj1BU1kFVhzcm2Zgg,37949
UCKpjCjPe_-4G8Tp6x_NCOAw,6810
UCROGAM2vq9kCLmQ6j4y1xdA,1310
UC6-o4kl8D4P1HtouVnWf5tA,4730
UCQbXvTBkjb0h0QuRS9l7vNA,58
UC7w8GnTF2Sp3wldDMtCCtVw,378056
UCl3soA3A1-Rvx0vdoCtBXiA,3
UCdRQubBW_YEY9tDFXxqZk7g,469
UCju1iuBcl-Jb_di_KQ7CyRg,109394
UCltLGEyRxWAoMLGzB9wYlQw,2600530
UCjrTCHHo6ArJrszI72J6mtw,6131
UCQXI4dGbasH2nMOzZRB2Heg,12719
UCy_nPhSXxHnihL-9Phug0AA,0
UC46hk4nW8LZ4ciCrLJpLxdw,5138
UCDGmIjVK68ULRQnyUAoGgAw,68
UCzhdUe_X8bCbFvNSeQUIFng,2692
UCrJDNlUPWtPSu6kmDPnTyJQ,189
UCj0QsxcE_JRu1YstIIF76og,3982
UCy9HnNMLyRz_MiO_nOhhijw,328
UCqheS9rd4_nojHk3H-FR2XQ,941025
UCu4CLugrCWnpB7iDHDR3akw,302
UCVqctw_4onzfN_wnOgQKYXw,175
UCOjw-GX9DMmEPn43eprY5gw,23747
UCRz0xsWzleLU3EOyKu7L-lg,0
UCJnc3w9sBoozXP5RQ15CBRg,75
UC98Hk0dfZPYiZUPJY3IVUMA,610
UCixInvC05-KR6pvhqg_sZSQ,3080
UC6OQnvhRoWwMZGscP-XUYCA,340
UCDZyIwZMkRtb8IP3Mbwl8zw,247
UC8P_gJ6aCVv51J75v-JA27g,6901
UCgjMHGQ2asROtNWhAu5MBuQ,46441
UCbKhummQreunNafJALxRp5g,24
UC41lvjrDswwUc7X4d80bA2w,220703
UCgqx_CBOTiv8U_mk56DrEig,16
UC2gzLahvy-zwTV9AwNdhZgw,292
UCfQKqzsyvHYiajiyrgpzSqQ,8
UCbzEcb-FnsprBRyYuuWDaEA,32
UCteJOOR438YLzNCNBnEYBLg,0
UCL7L9Dl__Pr32JFU7V4u5hw,54
UCrgoTjEg8Ig9uqzZBXkUcpw,3224
UCoNKUzSql4qUXaMa0qwwWIA,10
UCxoBONIH2g_i4NKZIiyoPJw,9
UCxYzDgQE1KxmU0lpPNnC0gw,3040
UCPJgYyZfwCBkv222WYCN3Qw,2
UCK9-jd6Vv_f5xgoLE31e12g,1130
UC6ciUUMRms4L-LLz9LKfdrQ,5300
UCGXROVmHl6iJtO67vv8TS4A,3
UCj_YB3cKoTAWwXWj_HikxQw,409
UCJRMOYY6Tf_w2yQ_6jGZXmg,109817
UCkENYw0PRQdwo6mV2nMDONQ,1567
UCl2nBtaD20xnQhSoGmD25WQ,75
UCh_K4-2-Quf55BA8aMoDQ_w,33553
UCbu2SsF-Or3Rsn3NxqODImw,2803750
UC6ffr2IsErZIv03eqp4V_Zw,70
UCiEx-V0EAgaR6EGcMe9TSDA,281
UCT1XviyXCuYgG2D6m97Pa0A,0
UCJo3iU_2Ji6Q6aTieypJOnQ,156
UCRlNuNXnK8W6i9wkb6Da1WA,454
UCFh-pzkzGa200ZkEHmNQPxA,308
UCBqoK_z14RmvqEU-Jo_VicA,2
UC5ikmAX8WAoIdPgB9OrSrzw,269
UC6EuztGj-iEgpPx3XaTrFPg,309
UC6W76RWijOhx3dY9Ja2UigA,182
UCedDv5zYKS5naBCRuv3M_ag,2620
